list_name,name,label,region
choices_name_primary_cooperative,Sal wenz,Sal wenz,3
choices_name_primary_cooperative,Dariga,Dariga,3
choices_name_primary_cooperative,Gudaber,Gudaber,3
choices_name_primary_cooperative,Belbelit,Belbelit,3
choices_name_primary_cooperative,Kladu chachan kla,Kladu chachan kla,3
choices_name_primary_cooperative,Jlisa,Jlisa,3
choices_name_primary_cooperative,Totse tachi saneka,Totse tachi saneka,3
choices_name_primary_cooperative,Adadilo fisa,Adadilo fisa,3
choices_name_primary_cooperative,Dire robi,Dire robi,3
choices_name_primary_cooperative,Debalkewu,Debalkewu,3
choices_name_primary_cooperative,Ensirtuna meryo,Ensirtuna meryo,3
choices_name_primary_cooperative,Kobona akababiwu,Kobona akababiwu,3
choices_name_primary_cooperative,Dhit boy,Dhit boy,3
choices_name_primary_cooperative,Negeso andinet,Negeso andinet,3
choices_name_primary_cooperative,Jewah tesfa,Jewah tesfa,3
choices_name_primary_cooperative,Teramed ashkowy sheref,Teramed ashkowy sheref,3
choices_name_primary_cooperative,Molale nagnb,Molale nagnb,3
choices_name_primary_cooperative,Chiro,Chiro,3
choices_name_primary_cooperative,Jara,Jara,3
choices_name_primary_cooperative,Srinka,Srinka,3
choices_name_primary_cooperative,Bowbowye,Bowbowye,3
choices_name_primary_cooperative,Bishano kesa,Bishano kesa,3
choices_name_primary_cooperative,Genet amba,Genet amba,3
choices_name_primary_cooperative,Mgenagna,Mgenagna,3
choices_name_primary_cooperative,Bahir,Bahir,3
choices_name_primary_cooperative,Sewur,Sewur,3
choices_name_primary_cooperative,Wacho tikur wuha,Wacho tikur wuha,3
choices_name_primary_cooperative,Gunefata,Gunefata,3
choices_name_primary_cooperative,Adega boy,Adega boy,3
choices_name_primary_cooperative,Netefo,Netefo,3
choices_name_primary_cooperative,Msaleneshi,Msaleneshi,3
choices_name_primary_cooperative,Lem abeba,Lem abeba,3
choices_name_primary_cooperative,Ediget behbret,Ediget behbret,3
choices_name_primary_cooperative,Godebe adis meraf,Godebe adis meraf,3
choices_name_primary_cooperative,Yemar eshet,Yemar eshet,3
choices_name_primary_cooperative,Den tesfa,Den tesfa,3
choices_name_primary_cooperative,Basomar,Basomar,3
choices_name_primary_cooperative,Tsedey yenib wutet,Tsedey yenib wutet,3
choices_name_primary_cooperative,Hibar,Hibar,3
choices_name_primary_cooperative,Selam derbata,Selam derbata,3
choices_name_primary_cooperative,Andinet nib wutet,Andinet nib wutet,3
choices_name_primary_cooperative,Agunta,Agunta,3
choices_name_primary_cooperative,Rayi birtu,Rayi birtu,3
choices_name_primary_cooperative,Endewuha,Endewuha,3
choices_name_primary_cooperative,Tatariwu,Tatariwu,3
choices_name_primary_cooperative,Nib hiwot,Nib hiwot,3
choices_name_primary_cooperative,Wekin,Wekin,3
choices_name_primary_cooperative,Afaf nib maneb,Afaf nib maneb,3
choices_name_primary_cooperative,Yemar wuha nib maneb,Yemar wuha nib maneb,3
choices_name_primary_cooperative,Mar dingayi yenib,Mar dingayi yenib,3
choices_name_primary_cooperative,Lal mareshet,Lal mareshet,3
choices_name_primary_cooperative,Tesfa wasi,Tesfa wasi,3
choices_name_primary_cooperative,Marute,Marute,3
choices_name_primary_cooperative,Werki amba,Werki amba,3
choices_name_primary_cooperative,Ediget bandinet,Ediget bandinet,3
choices_name_primary_cooperative,Tsige maryam,Tsige maryam,3
choices_name_primary_cooperative,Bemsrate endegi nib,Bemsrate endegi nib,3
choices_name_primary_cooperative,Yejugenet yemar wutet,Yejugenet yemar wutet,3
choices_name_primary_cooperative,Yisma nigus,Yisma nigus,3
choices_name_primary_cooperative,Jari tesfa hiwot,Jari tesfa hiwot,3
choices_name_primary_cooperative,Edget,Edget,3
choices_name_primary_cooperative,White,White,3
choices_name_primary_cooperative,Wegagen,Wegagen,3
choices_name_primary_cooperative,Niwayi addis,Niwayi addis,3
choices_name_primary_cooperative,Adeyi abeba,Adeyi abeba,3
choices_name_primary_cooperative,Fana wegi,Fana wegi,3
choices_name_primary_cooperative,Yichalal,Yichalal,3
choices_name_primary_cooperative,Ajibar tenita,Ajibar tenita,3
choices_name_primary_cooperative,Kalu akababi,Kalu akababi,3
choices_name_primary_cooperative,Lim mesik,Lim mesik,3
choices_name_primary_cooperative,Shengodefer,Shengodefer,3
choices_name_primary_cooperative,Nib wutetochi,Nib wutetochi,3
choices_name_primary_cooperative,Yenibochi fwofwote,Yenibochi fwofwote,3
choices_name_primary_cooperative,Sira ediget,Sira ediget,3
choices_name_primary_cooperative,Arima,Arima,3
choices_name_primary_cooperative,Maru kemes,Maru kemes,3
choices_name_primary_cooperative,Marzenebi michael,Marzenebi michael,3
choices_name_primary_cooperative,Mar zenebi,Mar zenebi,3
choices_name_primary_cooperative,Yelimat minchi,Yelimat minchi,3
choices_name_primary_cooperative,Arfi,Arfi,3
choices_name_primary_cooperative,Biwul kidane mihret,Biwul kidane mihret,3
choices_name_primary_cooperative,Gize worki,Gize worki,3
choices_name_primary_cooperative,Agere genet,Agere genet,3
choices_name_primary_cooperative,Biru tefasesebe nib,Biru tefasesebe nib,3
choices_name_primary_cooperative,Yesekota yenib wutetochi,Yesekota yenib wutetochi,3
choices_name_primary_cooperative,Gida amba,Gida amba,3
choices_name_primary_cooperative,Tegulet,Tegulet,3
choices_name_primary_cooperative,Yigobgnun,Yigobgnun,3
choices_name_primary_cooperative,Tigl lefire,Tigl lefire,3
choices_name_primary_cooperative,Arenegwodewu budin,Arenegwodewu budin,3
choices_name_primary_cooperative,Yikagnun,Yikagnun,3
choices_name_primary_cooperative,Nafikot,Nafikot,3
choices_name_primary_cooperative,Dihnet fechi,Dihnet fechi,3
choices_name_primary_cooperative,Marshet,Marshet,3
choices_name_primary_cooperative,Maraki,Maraki,3
choices_name_primary_cooperative,Anidinet,Anidinet,3
choices_name_primary_cooperative,Yimedeb,Yimedeb,3
choices_name_primary_cooperative,Biruh dejan,Biruh dejan,3
choices_name_primary_cooperative,Eren madileb,Eren madileb,3
choices_name_primary_cooperative,Yekurit ken,Yekurit ken,3
choices_name_primary_cooperative,Selam melis,Selam melis,3
choices_name_primary_cooperative,Metebaber,Metebaber,3
choices_name_primary_cooperative,Yabibali gena,Yabibali gena,3
choices_name_primary_cooperative,Ediget beanidinet,Ediget beanidinet,3
choices_name_primary_cooperative,Tagileh edegi madileb,Tagileh edegi madileb,3
choices_name_primary_cooperative,Yesera melikam,Yesera melikam,3
choices_name_primary_cooperative,Bilajig michael,Bilajig michael,3
choices_name_primary_cooperative,Ediget meselal,Ediget meselal,3
choices_name_primary_cooperative,Dekwo,Dekwo,3
choices_name_primary_cooperative,Debir enisat madeleb,Debir enisat madeleb,3
choices_name_primary_cooperative,Mikara enisesas madeleb,Mikara enisesas madeleb,3
choices_name_primary_cooperative,Mayitekilit,Mayitekilit,3
choices_name_primary_cooperative,Jegna eyimotim madileb,Jegna eyimotim madileb,3
choices_name_primary_cooperative,Shiwechi gedeba enisesat madileb,Shiwechi gedeba enisesat madileb,3
choices_name_primary_cooperative,Chobi enisesat madileb,Chobi enisesat madileb,3
choices_name_primary_cooperative,Tsega mesik,Tsega mesik,3
choices_name_primary_cooperative,Nigat kokobi madileb,Nigat kokobi madileb,3
choices_name_primary_cooperative,Megenagna enisesat madileb,Megenagna enisesat madileb,3
choices_name_primary_cooperative,Tateki,Tateki,3
choices_name_primary_cooperative,Birihen alem,Birihen alem,3
choices_name_primary_cooperative,Genetwa mariyam,Genetwa mariyam,3
choices_name_primary_cooperative,Tsiyon,Tsiyon,3
choices_name_primary_cooperative,Fikireselam,Fikireselam,3
choices_name_primary_cooperative,Abebechiam,Abebechiam,3
choices_name_primary_cooperative,Fasil,Fasil,3
choices_name_primary_cooperative,Lideta,Lideta,3
choices_name_primary_cooperative,Dabr,Dabr,3
choices_name_primary_cooperative,Guntr,Guntr,3
choices_name_primary_cooperative,Serto masaya,Serto masaya,3
choices_name_primary_cooperative,Genetu wegeda,Genetu wegeda,3
choices_name_primary_cooperative,Zebabruki,Zebabruki,3
choices_name_primary_cooperative,Tinsae,Tinsae,3
choices_name_primary_cooperative,Mekwodes,Mekwodes,3
choices_name_primary_cooperative,Kidane mihret,Kidane mihret,3
choices_name_primary_cooperative,Addis tesfa,Addis tesfa,3
choices_name_primary_cooperative,Siga dewe,Siga dewe,3
choices_name_primary_cooperative,Megenagna,Megenagna,3
choices_name_primary_cooperative,Erateneshi,Erateneshi,3
choices_name_primary_cooperative,Tiret,Tiret,3
choices_name_primary_cooperative,Hibir,Hibir,3
choices_name_primary_cooperative,Meseret melikam,Meseret melikam,3
choices_name_primary_cooperative,Tatki lesira,Tatki lesira,3
choices_name_primary_cooperative,Enisesat madilenena eribata,Enisesat madilenena eribata,3
choices_name_primary_cooperative,Ediget/letirt,Ediget/letirt,3
choices_name_primary_cooperative,Sro,Sro,3
choices_name_primary_cooperative,Dembeshi,Dembeshi,3
choices_name_primary_cooperative,Chefe bulbulo,Chefe bulbulo,3
choices_name_primary_cooperative,Ediget,Ediget,3
choices_name_primary_cooperative,Wello ber,Wello ber,3
choices_name_primary_cooperative,Legedeba,Legedeba,3
choices_name_primary_cooperative,Jegola,Jegola,3
choices_name_primary_cooperative,Addis milinyem,Addis milinyem,3
choices_name_primary_cooperative,Mechal enisesa,Mechal enisesa,3
choices_name_primary_cooperative,Chirecha,Chirecha,3
choices_name_primary_cooperative,Ye1990 aseb tefenakayochi,Ye1990 aseb tefenakayochi,3
choices_name_primary_cooperative,Shenen jule,Shenen jule,3
choices_name_primary_cooperative,Keyi afer,Keyi afer,3
choices_name_primary_cooperative,Yemata rat,Yemata rat,3
choices_name_primary_cooperative,Girum tarik,Girum tarik,3
choices_name_primary_cooperative,College,College,3
choices_name_primary_cooperative,Fugi,Fugi,3
choices_name_primary_cooperative,Zikwola,Zikwola,3
choices_name_primary_cooperative,Kiris,Kiris,3
choices_name_primary_cooperative,Rayi,Rayi,3
choices_name_primary_cooperative,Reayi,Reayi,3
choices_name_primary_cooperative,Limat amba,Limat amba,3
choices_name_primary_cooperative,Jiru seniga adilabiwochi,Jiru seniga adilabiwochi,3
choices_name_primary_cooperative,Sena ambana boda,Sena ambana boda,3
choices_name_primary_cooperative,Tebabna merchet,Tebabna merchet,3
choices_name_primary_cooperative,Kokit madileb,Kokit madileb,3
choices_name_primary_cooperative,Enidsat erbatana madileb,Enidsat erbatana madileb,3
choices_name_primary_cooperative,Abtegaha,Abtegaha,3
choices_name_primary_cooperative,Werkina,Werkina,3
choices_name_primary_cooperative,Zebachi bahir,Zebachi bahir,3
choices_name_primary_cooperative,Kemechela,Kemechela,3
choices_name_primary_cooperative,Gendewuha bereshigni,Gendewuha bereshigni,3
choices_name_primary_cooperative,Tsegede sebel amirachi,Tsegede sebel amirachi,3
choices_name_primary_cooperative,Fire hiwot,Fire hiwot,3
choices_name_primary_cooperative,Yalifal,Yalifal,3
choices_name_primary_cooperative,Alemaya,Alemaya,3
choices_name_primary_cooperative,Addis rayi,Addis rayi,3
choices_name_primary_cooperative,Gojjam,Gojjam,3
choices_name_primary_cooperative,Degana narga,Degana narga,3
choices_name_primary_cooperative,Chagni zuriya,Chagni zuriya,3
choices_name_primary_cooperative,Gusa akababi,Gusa akababi,3
choices_name_primary_cooperative,Dubi akababi,Dubi akababi,3
choices_name_primary_cooperative,Alafa kacha,Alafa kacha,3
choices_name_primary_cooperative,Shumata buna,Shumata buna,3
choices_name_primary_cooperative,Dukuna,Dukuna,3
choices_name_primary_cooperative,Birihan,Birihan,3
choices_name_primary_cooperative,Werikimawu buna,Werikimawu buna,3
choices_name_primary_cooperative,Limat beselam,Limat beselam,3
choices_name_primary_cooperative,Amarechi adini,Amarechi adini,3
choices_name_primary_cooperative,Enat,Enat,3
choices_name_primary_cooperative,Godefe,Godefe,3
choices_name_primary_cooperative,Fitla,Fitla,3
choices_name_primary_cooperative,Wagira,Wagira,3
choices_name_primary_cooperative,Cherechera,Cherechera,3
choices_name_primary_cooperative,Tafachi,Tafachi,3
choices_name_primary_cooperative,Sali,Sali,3
choices_name_primary_cooperative,Mekwobiya,Mekwobiya,3
choices_name_primary_cooperative,Godir,Godir,3
choices_name_primary_cooperative,Arengwodewu enset,Arengwodewu enset,3
choices_name_primary_cooperative,China,China,3
choices_name_primary_cooperative,Tulawuliya,Tulawuliya,3
choices_name_primary_cooperative,Abisiniya,Abisiniya,3
choices_name_primary_cooperative,Shisha ber,Shisha ber,3
choices_name_primary_cooperative,Wewa,Wewa,3
choices_name_primary_cooperative,Babo,Babo,3
choices_name_primary_cooperative,Wekelo,Wekelo,3
choices_name_primary_cooperative,Abayina genda,Abayina genda,3
choices_name_primary_cooperative,Jeba,Jeba,3
choices_name_primary_cooperative,Hara,Hara,3
choices_name_primary_cooperative,Ediget besira,Ediget besira,3
choices_name_primary_cooperative,Werebicho dega,Werebicho dega,3
choices_name_primary_cooperative,Borkena kola,Borkena kola,3
choices_name_primary_cooperative,Mudkalu,Mudkalu,3
choices_name_primary_cooperative,Gwomeda,Gwomeda,3
choices_name_primary_cooperative,Anibesawu,Anibesawu,3
choices_name_primary_cooperative,Ayinet wuha,Ayinet wuha,3
choices_name_primary_cooperative,Aediget begara,Aediget begara,3
choices_name_primary_cooperative,Addis fana,Addis fana,3
choices_name_primary_cooperative,Tana worik,Tana worik,3
choices_name_primary_cooperative,Birr kanika,Birr kanika,3
choices_name_primary_cooperative,Fikir letekeze,Fikir letekeze,3
choices_name_primary_cooperative,Selam letekeze,Selam letekeze,3
choices_name_primary_cooperative,Lego hayiki,Lego hayiki,3
choices_name_primary_cooperative,Aridibo,Aridibo,3
choices_name_primary_cooperative,Asa,Asa,3
choices_name_primary_cooperative,Asa limat,Asa limat,3
choices_name_primary_cooperative,Alem betekeze,Alem betekeze,3
choices_name_primary_cooperative,Srashine ligzene,Srashine ligzene,3
choices_name_primary_cooperative,Lebte ligzene,Lebte ligzene,3
choices_name_primary_cooperative,Ediget banidinet,Ediget banidinet,3
choices_name_primary_cooperative,Alimu,Alimu,3
choices_name_primary_cooperative,Gfela,Gfela,3
choices_name_primary_cooperative,Meshehe/tekeze,Meshehe/tekeze,3
choices_name_primary_cooperative,Chana,Chana,3
choices_name_primary_cooperative,Sira worik,Sira worik,3
choices_name_primary_cooperative,Tirifniju,Tirifniju,3
choices_name_primary_cooperative,Etanina mucha,Etanina mucha,3
choices_name_primary_cooperative,Memutera etanina micha,Memutera etanina micha,3
choices_name_primary_cooperative,Yabibali tekeze tefases,Yabibali tekeze tefases,3
choices_name_primary_cooperative,Dawe yetanina mucha,Dawe yetanina mucha,3
choices_name_primary_cooperative,Lemlemitu arimatsega,Lemlemitu arimatsega,3
choices_name_primary_cooperative,Tesfa michael,Tesfa michael,3
choices_name_primary_cooperative,Tenes lesira,Tenes lesira,3
choices_name_primary_cooperative,Fikir selam,Fikir selam,3
choices_name_primary_cooperative,Kuza,Kuza,3
choices_name_primary_cooperative,Arengwode terara,Arengwode terara,3
choices_name_primary_cooperative,Mahadid,Mahadid,3
choices_name_primary_cooperative,Zana abo,Zana abo,3
choices_name_primary_cooperative,Ayised silase,Ayised silase,3
choices_name_primary_cooperative,Afirashi dokimit,Afirashi dokimit,3
choices_name_primary_cooperative,Shemel egir,Shemel egir,3
choices_name_primary_cooperative,Mirtamawuzana,Mirtamawuzana,3
choices_name_primary_cooperative,Gubayi,Gubayi,3
choices_name_primary_cooperative,Gundo,Gundo,3
choices_name_primary_cooperative,Zewedebadma,Zewedebadma,3
choices_name_primary_cooperative,Jejebit,Jejebit,3
choices_name_primary_cooperative,Shenfa matebiya,Shenfa matebiya,3
choices_name_primary_cooperative,Weyin aniba,Weyin aniba,3
choices_name_primary_cooperative,Gebezaza,Gebezaza,3
choices_name_primary_cooperative,Biralemushi,Biralemushi,3
choices_name_primary_cooperative,Meshehwo,Meshehwo,3
choices_name_primary_cooperative,Lencha,Lencha,3
choices_name_primary_cooperative,Nigat/shashige,Nigat/shashige,3
choices_name_primary_cooperative,Lasta,Lasta,3
choices_name_primary_cooperative,Weyini kemechela,Weyini kemechela,3
choices_name_primary_cooperative,Tumet sendiros,Tumet sendiros,3
choices_name_primary_cooperative,Das,Das,3
choices_name_primary_cooperative,Shinfa maedin,Shinfa maedin,3
choices_name_primary_cooperative,Embuli wetet,Embuli wetet,3
choices_name_primary_cooperative,Yewula wetet,Yewula wetet,3
choices_name_primary_cooperative,Yewubeshi,Yewubeshi,3
choices_name_primary_cooperative,Megabi wetet,Megabi wetet,3
choices_name_primary_cooperative,Lame bora,Lame bora,3
choices_name_primary_cooperative,Lomit,Lomit,3
choices_name_primary_cooperative,Bale tsiyon,Bale tsiyon,3
choices_name_primary_cooperative,Bogena wetet,Bogena wetet,3
choices_name_primary_cooperative,Enebi wetet,Enebi wetet,3
choices_name_primary_cooperative,Meseret wetet,Meseret wetet,3
choices_name_primary_cooperative,Wejelyedabona wetet,Wejelyedabona wetet,3
choices_name_primary_cooperative,Yeyadgal begara,Yeyadgal begara,3
choices_name_primary_cooperative,Giyon,Giyon,3
choices_name_primary_cooperative,Anidinet wetet,Anidinet wetet,3
choices_name_primary_cooperative,Sentera wetet,Sentera wetet,3
choices_name_primary_cooperative,Enarata wetet,Enarata wetet,3
choices_name_primary_cooperative,Ziba,Ziba,3
choices_name_primary_cooperative,Addis fikir,Addis fikir,3
choices_name_primary_cooperative,Tmula teme,Tmula teme,3
choices_name_primary_cooperative,Enat tut,Enat tut,3
choices_name_primary_cooperative,Melikam sera,Melikam sera,3
choices_name_primary_cooperative,Moseb worki,Moseb worki,3
choices_name_primary_cooperative,Tebabren,Tebabren,3
choices_name_primary_cooperative,Addis lidet,Addis lidet,3
choices_name_primary_cooperative,Bachema,Bachema,3
choices_name_primary_cooperative,Juga akababi,Juga akababi,3
choices_name_primary_cooperative,Abayi zuriya,Abayi zuriya,3
choices_name_primary_cooperative,Lemelem wendata,Lemelem wendata,3
choices_name_primary_cooperative,Fetam wetet,Fetam wetet,3
choices_name_primary_cooperative,Zengena wetet,Zengena wetet,3
choices_name_primary_cooperative,Tis abayi,Tis abayi,3
choices_name_primary_cooperative,Zenzelma,Zenzelma,3
choices_name_primary_cooperative,Bahir dar,Bahir dar,3
choices_name_primary_cooperative,Hagere tsige,Hagere tsige,3
choices_name_primary_cooperative,Dahansit,Dahansit,3
choices_name_primary_cooperative,Karuda,Karuda,3
choices_name_primary_cooperative,Biruh fana,Biruh fana,3
choices_name_primary_cooperative,Arbaba,Arbaba,3
choices_name_primary_cooperative,Tadele duba,Tadele duba,3
choices_name_primary_cooperative,Lamebora,Lamebora,3
choices_name_primary_cooperative,Felegehiwot,Felegehiwot,3
choices_name_primary_cooperative,Lemtesifa wetet,Lemtesifa wetet,3
choices_name_primary_cooperative,Alewoha wetet,Alewoha wetet,3
choices_name_primary_cooperative,Shal meles wetet,Shal meles wetet,3
choices_name_primary_cooperative,Ediet wetet,Ediet wetet,3
choices_name_primary_cooperative,Sanka genet wetet,Sanka genet wetet,3
choices_name_primary_cooperative,Bulbulo,Bulbulo,3
choices_name_primary_cooperative,Dubeta,Dubeta,3
choices_name_primary_cooperative,Gubisa,Gubisa,3
choices_name_primary_cooperative,Ayiselechi,Ayiselechi,3
choices_name_primary_cooperative,Bededo,Bededo,3
choices_name_primary_cooperative,Wledelulu,Wledelulu,3
choices_name_primary_cooperative,Sulula,Sulula,3
choices_name_primary_cooperative,Webet,Webet,3
choices_name_primary_cooperative,Zobil amiba,Zobil amiba,3
choices_name_primary_cooperative,Ligot,Ligot,3
choices_name_primary_cooperative,Addis mender,Addis mender,3
choices_name_primary_cooperative,Wello,Wello,3
choices_name_primary_cooperative,Tula adame,Tula adame,3
choices_name_primary_cooperative,Alasha wetet,Alasha wetet,3
choices_name_primary_cooperative,Doshigni wetet,Doshigni wetet,3
choices_name_primary_cooperative,Bshilo,Bshilo,3
choices_name_primary_cooperative,Nono,Nono,3
choices_name_primary_cooperative,Metero,Metero,3
choices_name_primary_cooperative,Enat wetet,Enat wetet,3
choices_name_primary_cooperative,Yegerado ediget,Yegerado ediget,3
choices_name_primary_cooperative,Yeboru wetet,Yeboru wetet,3
choices_name_primary_cooperative,Terefu,Terefu,3
choices_name_primary_cooperative,Kelaladu,Kelaladu,3
choices_name_primary_cooperative,Alemgenet,Alemgenet,3
choices_name_primary_cooperative,Mariseg,Mariseg,3
choices_name_primary_cooperative,Ediget behibret,Ediget behibret,3
choices_name_primary_cooperative,Enisra bhibret,Enisra bhibret,3
choices_name_primary_cooperative,Keyit,Keyit,3
choices_name_primary_cooperative,Anigolela,Anigolela,3
choices_name_primary_cooperative,Kabigzawu,Kabigzawu,3
choices_name_primary_cooperative,Alem gena,Alem gena,3
choices_name_primary_cooperative,Chefanan,Chefanan,3
choices_name_primary_cooperative,Enbuse,Enbuse,3
choices_name_primary_cooperative,Selam ber,Selam ber,3
choices_name_primary_cooperative,Debre tsiyon,Debre tsiyon,3
choices_name_primary_cooperative,Sket,Sket,3
choices_name_primary_cooperative,Addis birhan,Addis birhan,3
choices_name_primary_cooperative,Gebez amiba,Gebez amiba,3
choices_name_primary_cooperative,Debire birhan,Debire birhan,3
choices_name_primary_cooperative,Atikilt,Atikilt,3
choices_name_primary_cooperative,Likina meakel,Likina meakel,3
choices_name_primary_cooperative,Lake markose zer bezet,Lake markose zer bezet,3
choices_name_primary_cooperative,Edeget behiberet zer bezet,Edeget behiberet zer bezet,3
choices_name_primary_cooperative,Edeget zerbezet,Edeget zerbezet,3
choices_name_primary_cooperative,Enatu ginda zer bezet,Enatu ginda zer bezet,3
choices_name_primary_cooperative,Senan mariam zerbezet hiberet sera mahiber,Senan mariam zerbezet hiberet sera mahiber,3
choices_name_primary_cooperative,Enadegalenzerbezet hibretsera mahiber,Enadegalenzerbezet hibretsera mahiber,3
choices_name_primary_cooperative,Chemo gazer bezet hibretsera mahiber,Chemo gazer bezet hibretsera mahiber,3
choices_name_primary_cooperative,Lemechem,Lemechem,3
choices_name_primary_cooperative,Shegaw akobe,Shegaw akobe,3
choices_name_primary_cooperative,Beza hiwot,Beza hiwot,3
choices_name_primary_cooperative,Enedeg,Enedeg,3
choices_name_primary_cooperative,Serten enedeg,Serten enedeg,3
choices_name_primary_cooperative,Avola goshiye,Avola goshiye,3
choices_name_primary_cooperative,Fana adet,Fana adet,3
choices_name_primary_cooperative,Sereten endeg,Sereten endeg,3
choices_name_primary_cooperative,Sero mesek,Sero mesek,3
choices_name_primary_cooperative,Wondeye,Wondeye,3
choices_name_primary_cooperative,Kedemeh tenes,Kedemeh tenes,3
choices_name_primary_cooperative,Beret gafera,Beret gafera,3
choices_name_primary_cooperative,Lemat begara,Lemat begara,3
choices_name_primary_cooperative,Tibeber,Tibeber,3
choices_name_primary_cooperative,Genet mariam,Genet mariam,3
choices_name_primary_cooperative,Gumet wonz,Gumet wonz,3
choices_name_primary_cooperative,Mar woled,Mar woled,3
choices_name_primary_cooperative,Del betegil,Del betegil,3
choices_name_primary_cooperative,Megabiwe sebader,Megabiwe sebader,3
choices_name_primary_cooperative,Wutet besera,Wutet besera,3
choices_name_primary_cooperative,Yeededeget mesert,Yeededeget mesert,3
choices_name_primary_cooperative,Selam areso ader,Selam areso ader,3
choices_name_primary_cooperative,Abebe wareda,Abebe wareda,3
choices_name_primary_cooperative,Gusha zer bezet,Gusha zer bezet,3
choices_name_primary_cooperative,Gomed zer bezet,Gomed zer bezet,3
choices_name_primary_cooperative,Amesha zer bezet,Amesha zer bezet,3
choices_name_primary_cooperative,Andenet zerbezet,Andenet zerbezet,3
choices_name_primary_cooperative,Agona,Agona,3
choices_name_primary_cooperative,Yayebale,Yayebale,3
choices_name_primary_cooperative,Enameretalen,Enameretalen,3
choices_name_primary_cooperative,Fogera,Fogera,3
choices_name_primary_cooperative,Yabebale gena,Yabebale gena,3
choices_name_primary_cooperative,Sereto melewot,Sereto melewot,3
choices_name_primary_cooperative,Sereto metades,Sereto metades,3
choices_name_primary_cooperative,Tikedem,Tikedem,3
choices_name_primary_cooperative,Megeneta,Megeneta,3
choices_name_primary_cooperative,Qwaher madera,Qwaher madera,3
choices_name_primary_cooperative,Gwasa,Gwasa,3
choices_name_primary_cooperative,Eregreg,Eregreg,3
choices_name_primary_cooperative,Fila,Fila,3
choices_name_primary_cooperative,Mebela,Mebela,3
choices_name_primary_cooperative,Alemeya,Alemeya,3
choices_name_primary_cooperative,Mokeshi,Mokeshi,3
choices_name_primary_cooperative,Awezet,Awezet,3
choices_name_primary_cooperative,Zemenework,Zemenework,3
choices_name_primary_cooperative,Tiru edel,Tiru edel,3
choices_name_primary_cooperative,Semet sholada,Semet sholada,3
choices_name_primary_cooperative,Yedidegemege,Yedidegemege,3
choices_name_primary_cooperative,Ngenete mariam,Ngenete mariam,3
choices_name_primary_cooperative,Kino 1 zer bezet,Kino 1 zer bezet,3
choices_name_primary_cooperative,Abayi zer bezet,Abayi zer bezet,3
choices_name_primary_cooperative,Tesfa ledet,Tesfa ledet,3
choices_name_primary_cooperative,Woyera sefer,Woyera sefer,3
choices_name_primary_cooperative,Edeget lehezeb,Edeget lehezeb,3
choices_name_primary_cooperative,Lemlem arerti,Lemlem arerti,3
choices_name_primary_cooperative,Bore,Bore,3
choices_name_primary_cooperative,Wofeye,Wofeye,3
choices_name_primary_cooperative,Biruh alem,Biruh alem,3
choices_name_primary_cooperative,Edeget behidet,Edeget behidet,3
choices_name_primary_cooperative,Hiwot tesfa,Hiwot tesfa,3
choices_name_primary_cooperative,Ababoru,Ababoru,3
choices_name_primary_cooperative,Meneshaye,Meneshaye,3
choices_name_primary_cooperative,Amechachi,Amechachi,3
choices_name_primary_cooperative,Sada,Sada,3
choices_name_primary_cooperative,Teired,Teired,3
choices_name_primary_cooperative,Shinkuret,Shinkuret,3
choices_name_primary_cooperative,Enalema,Enalema,3
choices_name_primary_cooperative,Wolena guguf,Wolena guguf,3
choices_name_primary_cooperative,Tebasit demeraw,Tebasit demeraw,3
choices_name_primary_cooperative,Temret,Temret,3
choices_name_primary_cooperative,Abule,Abule,3
choices_name_primary_cooperative,Kokeb kendil,Kokeb kendil,3
choices_name_primary_cooperative,Gumero,Gumero,3
choices_name_primary_cooperative,Bere,Bere,3
choices_name_primary_cooperative,Borkenakoko,Borkenakoko,3
choices_name_primary_cooperative,Akeke,Akeke,3
choices_name_primary_cooperative,Chanke,Chanke,3
choices_name_primary_cooperative,Kokeb ameba,Kokeb ameba,3
choices_name_primary_cooperative,Qalaye,Qalaye,3
choices_name_primary_cooperative,Dikwana,Dikwana,3
choices_name_primary_cooperative,Dabir genet,Dabir genet,3
choices_name_primary_cooperative,Jehur kosi aneba,Jehur kosi aneba,3
choices_name_primary_cooperative,Bolo,Bolo,3
choices_name_primary_cooperative,Betaso,Betaso,3
choices_name_primary_cooperative,Memehir ager,Memehir ager,3
choices_name_primary_cooperative,Zewolde,Zewolde,3
choices_name_primary_cooperative,Mao,Mao,3
choices_name_primary_cooperative,Wobel korisa,Wobel korisa,3
choices_name_primary_cooperative,Denbwa,Denbwa,3
choices_name_primary_cooperative,Kiber lelemat,Kiber lelemat,3
choices_name_primary_cooperative,Yedel fere,Yedel fere,3
choices_name_primary_cooperative,Timeret,Timeret,3
choices_name_primary_cooperative,Geta aneba zer,Geta aneba zer,3
choices_name_primary_cooperative,Mesekel zer,Mesekel zer,3
choices_name_primary_cooperative,Hiberet besera,Hiberet besera,3
choices_name_primary_cooperative,Agege,Agege,3
choices_name_primary_cooperative,Nebro,Nebro,3
choices_name_primary_cooperative,Mawege wogere,Mawege wogere,3
choices_name_primary_cooperative,Siya deber,Siya deber,3
choices_name_primary_cooperative,Bolo selase,Bolo selase,3
choices_name_primary_cooperative,Zerbezet,Zerbezet,3
