list_name,name,label,region,zone,woreda
choices_kebele,20108888001,Hado,2,201,20108
choices_kebele,20108888002,Woransona Hormati,2,201,20108
choices_kebele,20108888003,Siyelunaweki,2,201,20108
choices_kebele,20108888004,Ledi,2,201,20108
choices_kebele,20108888005,Adaytu Ena Abako,2,201,20108
choices_kebele,20108888006,Adear,2,201,20108
choices_kebele,20108888007,Hada Buta Ena Bolotamo,2,201,20108
choices_kebele,20108888008,Yeldi,2,201,20108
choices_kebele,20108888009,Wa'antu Ena Fursa,2,201,20108
choices_kebele,20108888010,Neile,2,201,20108
choices_kebele,20108888011,Burka,2,201,20108
choices_kebele,20108888012,Busedima,2,201,20108
choices_kebele,20109888001,Tewoo,2,201,20109
choices_kebele,20109888002,Megenta,2,201,20109
choices_kebele,20109888003,Tangayecoma,2,201,20109
choices_kebele,20109888004,Eroli,2,201,20109
choices_kebele,20109888005,Gelato,2,201,20109
choices_kebele,20109888006,Manet,2,201,20109
choices_kebele,20109888007,Fealu,2,201,20109
choices_kebele,20109888008,Senganasolis,2,201,20109
choices_kebele,20109888009,Ehaile,2,201,20109
choices_kebele,20109888010,Asmera,2,201,20109
choices_kebele,20201888001,Daligeso,2,202,20201
choices_kebele,20201888002,Embile,2,202,20201
choices_kebele,20201888003,La 'ad,2,202,20201
choices_kebele,20201888004,Adu,2,202,20201
choices_kebele,20201888005,Garbena,2,202,20201
choices_kebele,20201888006,Erebti,2,202,20201
choices_kebele,20201888007,Albo,2,202,20201
choices_kebele,20201888008,Bahri,2,202,20201
choices_kebele,20201888009,Arodele,2,202,20201
choices_kebele,20201888010,Andergolo,2,202,20201
choices_kebele,20201888011,Faiytu,2,202,20201
choices_kebele,20201888012,Hayten,2,202,20201
choices_kebele,20201888013,Alayta,2,202,20201
choices_kebele,20202888001,Goaa ena gedahara,2,202,20202
choices_kebele,20202888002,Fisho,2,202,20202
choices_kebele,20202888003,Wahides,2,202,20202
choices_kebele,20202888004,Alheena,2,202,20202
choices_kebele,20202888005,Uruhi ena adegahino,2,202,20202
choices_kebele,20203888001,Adkelu,2,202,20203
choices_kebele,20203888002,Wesema,2,202,20203
choices_kebele,20203888003,Gube,2,202,20203
choices_kebele,20203888009,Galeyso,2,202,20203
choices_kebele,20203888010,Mireyle,2,202,20203
choices_kebele,20203888011,Hariden,2,202,20203
choices_kebele,20204888001,Tonsa,2,202,20204
choices_kebele,20204888002,Faro,2,202,20204
choices_kebele,20204888003,Gimerida,2,202,20204
choices_kebele,20204888004,Limo,2,202,20204
choices_kebele,20204888005,Bubush,2,202,20204
choices_kebele,20204888006,Aradu,2,202,20204
choices_kebele,20204888007,Hida,2,202,20204
choices_kebele,20205888001,Sebana demale,2,202,20205
choices_kebele,20205888002,Korana adobya,2,202,20205
choices_kebele,20205888003,Dear,2,202,20205
choices_kebele,20205888004,Sarae,2,202,20205
choices_kebele,20205888005,guben,2,202,20205
choices_kebele,20205888006,Lela ala,2,202,20205
choices_kebele,20205888007,Burie,2,202,20205
choices_kebele,20205888008,Doda ala,2,202,20205
choices_kebele,20205888009,Ala,2,202,20205
choices_kebele,20206888001,Aindib,2,202,20206
choices_kebele,20206888002,Leasgedy,2,202,20206
choices_kebele,20206888003,Gerset,2,202,20206
choices_kebele,20206888004,Badda adimirug,2,202,20206
choices_kebele,20206888005,Bada irimile,2,202,20206
choices_kebele,20206888006,Beheyta,2,202,20206
choices_kebele,20206888007,Elifan ena kuleli,2,202,20206
choices_kebele,20206888008,Sinbelele,2,202,20206
choices_kebele,20206888009,Mao,2,202,20206
choices_kebele,20206888010,Sebiba,2,202,20206
choices_kebele,20206888011,Barihe,2,202,20206
choices_kebele,20206888012,Adharo,2,202,20206
choices_kebele,20206888013,Asagara,2,202,20206
choices_kebele,20207888001,Namagub,2,202,20207
choices_kebele,20207888002,Argale,2,202,20207
choices_kebele,20207888003,Dabure,2,202,20207
choices_kebele,20207888004,Ayturaha,2,202,20207
choices_kebele,20207888005,Harsuma,2,202,20207
choices_kebele,20207888006,Yalibahe,2,202,20207
choices_kebele,20207888007,Kusruwad,2,202,20207
choices_kebele,20207888008,Adihela,2,202,20207
choices_kebele,20207888009,Aligenda,2,202,20207
choices_kebele,20208888001,Arorena Teetali,2,202,20208
choices_kebele,20208888002,Agum,2,202,20208
choices_kebele,20208888003,Bure,2,202,20208
choices_kebele,20208888004,Bereali,2,202,20208
choices_kebele,20208888005,Mogrosna Musala,2,202,20208
choices_kebele,20208888006,Aleb,2,202,20208
choices_kebele,20208888007,Tiyo,2,202,20208
choices_kebele,20301888001,Gelsa,2,203,20301
choices_kebele,20301888002,Halidebi,2,203,20301
choices_kebele,20301888003,Angelele,2,203,20301
choices_kebele,20301888004,Kelati Buri,2,203,20301
choices_kebele,20301888005,Hasoba,2,203,20301
choices_kebele,20301888006,Bonta,2,203,20301
choices_kebele,20301888007,Koma Gidaro,2,203,20301
choices_kebele,20301888008,Badahamo,2,203,20301
choices_kebele,20301888009,Aabil,2,203,20301
choices_kebele,20301888010,Haleysumale,2,203,20301
choices_kebele,20301888011,Bedelu Ale,2,203,20301
choices_kebele,20301888012,Hali Dege,2,203,20301
choices_kebele,20302888001,Kebena,2,203,20302
choices_kebele,20302888002,Bolyta,2,203,20302
choices_kebele,20302888003,Sabure,2,203,20302
choices_kebele,20302888004,Diho,2,203,20302
choices_kebele,20302888005,Dudub,2,203,20302
choices_kebele,20303888001,Kada Bada,2,203,20303
choices_kebele,20303888002,Gebyabora,2,203,20303
choices_kebele,20303888003,Gelila Dora,2,203,20303
choices_kebele,20303888004,Yegile,2,203,20303
choices_kebele,20303888005,Ourafita,2,203,20303
choices_kebele,20303888006,Bireforo,2,203,20303
choices_kebele,20303888007,Bieda,2,203,20303
choices_kebele,20303888008,Adbaro,2,203,20303
choices_kebele,20303888009,Hundufo,2,203,20303
choices_kebele,20304888001,Dire,2,203,20304
choices_kebele,20304888002,Burtele,2,203,20304
choices_kebele,20304888003,Garbuhaf,2,203,20304
choices_kebele,20304888004,Tirtira,2,203,20304
choices_kebele,20304888005,Asbehari,2,203,20304
choices_kebele,20304888006,Isi kelile,2,203,20304
choices_kebele,20304888007,Hurunto,2,203,20304
choices_kebele,20304888008,Kefis idele,2,203,20304
choices_kebele,20304888009,Hugub,2,203,20304
choices_kebele,20304888010,Seganto,2,203,20304
